"","Name","Location","Tags","Group","Type","Source Zone","Source Address","Source User","Source Device","Destination Zone","Destination Address","Destination Device","Application","Service","URL Category","Action","Profile","Options","Rule UUID","Target","Rule Usage Description","Rule Usage Rule Usage","Rule Usage Apps Seen","Days With No New Apps","Modified","Created"
"60","NSDMZ zu ET Connector","PA01","Netscaler","none","universal","DMZ_Public","NSDMZ1-SNIP","any","any","dmz","WI219ETCONN-P1","any","any","TCP8084;TCP8085","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","eaccce48-58d2-45b6-aa81-99bb9e7d0f36","any","WI219ETCONN-P1","Used","1","6","2023-05-15 15:58:38","2023-05-15 15:58:38"
"61","Netscaler-SNIP to VDI LAN HDX","PA01","Netscaler","Netscaler","universal","DMZ_Public","NSDMZ1-SNIP","any","any","trust","any","any","any","Citrix UDP-Audio;Citrix-HDX-1494-TCP;Citrix-HDX-1494-UDP;Citrix-HDX-2598-TCP;Citrix-HDX-2598-UDP","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","0ec67144-cf57-4796-89ca-47f94364459b","any","none","Used","4","404","2022-08-30 13:09:34","2021-07-29 13:42:50"
"62","Netscaler-SNIP to VDI LAN ICMP","PA01","Netscaler","Netscaler","universal","DMZ_Public","NSDMZ1-SNIP","any","any","trust","any","any","icmp","application-default","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","96c7f3a9-ce09-4962-9e8b-217b8502d17e","any","none","Partially Used","1","617","2022-08-30 13:09:34","2021-07-29 13:42:50"
"63","Netscaler-DMZ NSIPs Radius","PA01","Netscaler","Netscaler","universal","DMZ_Public","PANRZNSDMZ1;W2RZNSDMZ1","any","any","trust","WI219SAS-P1;WI222MFA-P1","any","any","RADIUS","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","5caa54e8-3984-497c-8c9e-dc8f359e3a61","any","none","Used","1","662","2022-04-01 08:58:27","2021-07-29 13:42:50"
"64","Netscaler-DMZ SNIP to DMZ SSL","PA01","Netscaler","Netscaler","universal","DMZ_Public","NSDMZ1-SNIP","any","any","dmz","enaioweb_private","any","any","service-https","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","c2e6f4a1-61de-44a4-9383-4a69f29e31b2","any","none","Used","0","-","2023-03-06 14:24:52","2021-07-29 13:42:50"
"65","Monitoring","PA01","none","none","universal","untrust","any","any","any","DMZ_Public","monitoring.haecker-kuechen.de","any","any","service-https","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: default","0704b009-a58f-4450-9ea5-40fbaa7d49f0","any","none","Used","32","128","2022-02-10 11:42:08","2021-07-29 13:42:50"
"66","Symante Liveupdate","PA01","Produktion","Produktion","universal","trust","Homag_W3_SZ","any","any","untrust","Symantec Liveupdate;Symantec Liveupdate 2;Symantec Liveupdate 3","any","ftp;ssl;symantec-av-update;web-browsing","application-default","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","de5c8dcb-d3c9-478d-96bb-16f651dff8f4","any","none","Partially Used","2","659","2021-07-29 14:31:05","2021-07-29 13:42:50"
"67","2K-Anlage-W1_VPN","PA01","Produktion","Produktion","universal","trust","2K-Anlage-W1","any","any","untrust","any","any","any","Service_UDP1233","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict;File Blocking: Executable-Wildfire-Pruefung;WildFire Analysis: Executable-Wildfire-Pruefung-WildFire","Traffic log sent at session end;Log Forwarding Profile setting: default","9d619f65-ee2d-4a4b-a1f9-6f8321469086","any","none","Partially Used","1","654","2021-07-29 14:31:05","2021-07-29 13:42:50"
"68","Venjakob_VPN","PA01","Produktion","Produktion","universal","trust","venjakob01;venjakob02;Venjakob03;venjakob_links","any","any","untrust","any","any","any","ftp 21;TCP-22-23;TCP25;TCP1223;TCP1260;udp 21;UDP123;UDP1260;UDP1446","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","0f7c44b1-c640-46c3-b114-78dbc4721256","any","none","Used","3","554","2022-01-12 15:24:38","2021-07-29 13:42:50"
"69","Zentra-Update Konstruktion","PA01","none","none","universal","trust","any","haecker-d om\gprezer;haecker-dom\jaschmid;haecker-dom\mschlueh;haecker-dom\mvolkmer","any","untrust","ZentraUpdateServer;ZentraUpdateServer2","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","b66f082d-5cf3-4363-a2dc-1c3e6bef1d31","any","hierbei wird eine exe-Datei runtergeladen !","Partially Used","1","404","2023-04-17 08:32:48","2021-07-29 13:42:50"
"70","ViaStore_IN01","PA01","none","none","universal","ViaStore","ViaStore_Fernwartung","any","any","trust","mfrw2;VLan-5_Default;w2k8visuhrlw2;Werk2_HRL_Aberle_SPS;Werk2_Viastore_HRL;WI216DSM2-P;WI219VIADAT-Range","any","any","ftp 21;service-https;service-iso-tsap;service-pcanywhere-tcp;service-pcanywhere-udp;service-rdp;service-ssh;service-telnet;service-viastore-rbg;service-vnc;service-winrm","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","ea843e88-5852-4409-81eb-f03b5c435c79","any","none","Partially Used","8","112","2023-02-01 12:15:51","2021-07-29 13:42:50"
"71","ViaStore_OUT01","PA01","none","none","universal","trust;ViaStore","mfrw2;VLan-5_Default;w2k8visuhrlw2;Werk2_Viastore_HRL;WI216DSM2-P;WI219VIADAT-Range","any","any","ViaStore","ViaStore_Fernwartung","any","any","service-cvs;service-https-svn;Subversion TCP 2401 und 2501","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","38946d5a-a193-444b-833a-bcccbd19fcf5","any","none","Unused","0","-","2023-02-01 12:15:51","2021-07-29 13:42:50"
"72","Viadat Ausgehend","PA01","none","none","universal","trust","WI216DSM2-P","any","any","ViaStore","ViaStore_Fernwartung","any","any","application-default","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","ace3d86a-0421-431b-ab31-9ad518fc3402","any","none","Unused","0","-","2023-02-01 12:15:51","2021-07-29 13:42:50"
"73","W2SZ-LENZE","PA01","Produktion","Produktion","universal","trust","any","haecker-dom\w2szleit","any","untrust","BHN02-Lenze","any","any","service-http","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","502adf6b-b9a5-439b-8f35-b28894b2dfee","any","none","Partially Used","1","659","2021-07-29 14:31:05","2021-07-29 13:42:50"
"74","Online-Arbeitsunterweisung_SiteKiosk","PA01","Internetzugriff_ALLE","Internetzugriff_ALLE","universal","trust","SiteKiosk","any","any","untrust","any","any","Internetzugriff_ALLE-Apps","any","any","Allow","Profile Group: Haecker_Vewaltung","Traffic log sent at session end;Log Forwarding Profile setting: Splunk syslog without traffic","b8e2bfa4-b6f5-4835-b474-fec93238e1a8","any","none","Used","33","66","2022-05-25 11:27:58","2022-05-24 13:35:36"
"75","[Disabled]  Online-Arbeitsunterweisung","PA01","[Disabled] none","[Disabled]  none","[Disabled] universal","[Disabled]  trust","[Disabled]  SiteKiosk","[Disabled]  any","[Disabled]  any","[Disabled]  untrust","[Disabled]  bgn.de;[Disabled]  confluence.haecker-kuechen.de;[Disabled]  estargmbh;[Disabled]  eur-lex.europa.eu;[Disabled]  Guidecom;[Disabled]  guidecom.de;[Disabled]  lviweb.dguv.de;[Disabled]  mittwald;[Disabled]  moqo.de;[Disabled]  netigate.se;[Disabled]  poolfahrzeuge.haecker-kuechen.de;[Disabled]  seidensticker.com;[Disabled]  svroedinghausen.de;[Disabled]  tableau.haecker-kuechen.de;[Disabled]  www.bfd.bund.de;[Disabled]  www.bgn-branchenwissen.de;[Disabled]  www.bgn.de;[Disabled]  www.bsi.bund.de;[Disabled]  www.datenschutz.de;[Disabled]  www.dguv.de;[Disabled]  www.drk.de;[Disabled]  www.gesetze-im-internet.de;[Disabled]  www.wiehen-park.de;[Disabled]  www.zar-berlin.de;[Disabled]  zar.de","[Disabled]  any","[Disabled]  any","[Disabled]  service-http;[Disabled]  service-https","[Disabled]  any","[Disabled]  Allow","Profile Group: Haecker_Vewaltung","Traffic log sent at session end;Log Forwarding Profile setting: default","e277b98c-b297-4a11-bdf0-35b792e9643a","[Disabled] any","[Disabled]  eletronisches Unterweisungssystem","Used","3","656","2022-05-24 13:35:36","2021-07-29 13:42:50"
"76","etconn_test","PA01","ETCONN","ETCONN","universal","dmz","WI219ETCONN-P1","any","any","trust","VLan-3010-3054_Verwaltung_10.80","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","f201e599-8da7-4bbc-bff8-edf0dd0b9046","any","none","Partially Used","0","-","2021-12-08 13:01:44","2021-07-29 13:42:50"
"77","etconn_filesrv03","PA01","ETCONN","ETCONN","universal","dmz","WI219ETCONN-P1","any","any","trust","edinasw2;filesrv03;filesrv05","any","ms-ds-smb","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","5f268641-5707-4763-b0b3-64418bc8b7d6","any","none","Used","2","537","2021-12-02 16:28:37","2021-07-29 13:42:50"
"78","[Disabled]  MIS_Fileserver","PA01","[Disabled] none","[Disabled]  none","[Disabled] universal","[Disabled]  dmz","[Disabled]  mis_priv","[Disabled]  any","[Disabled]  any","[Disabled]  trust","[Disabled]  filesrv02;[Disabled]  filesrv05","[Disabled]  any","[Disabled]  ms-ds-smb","[Disabled]  any","[Disabled]  any","[Disabled]  Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-ROE2VEN-VP-strict;WildFire Analysis: default","Traffic log sent at session end;Log Forwarding Profile setting: default","8d150f05-7918-46bb-85b2-749b9a791109","[Disabled] any","[Disabled]  SMB Connection für Docs@Work","Unused","0","-","2022-07-19 10:22:40","2022-07-04 10:20:39"
"79","etconn_out_test","PA01","ETCONN","ETCONN","universal","dmz","WI219ETCONN-P1","any","any","untrust","doelken_ftp;Grass1_FTP;Grass2_FTP","any","any","any","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","d46fd7db-da69-4cf7-8036-832fd890c9e0","any","none","Partially Used","1","650","2021-12-02 16:28:37","2021-07-29 13:42:50"
"80","etconn_out_crl","PA01","ETCONN","ETCONN","universal","dmz","WI219ETCONN-P1","any","any","untrust","etconn_crl_grp","any","CRL;ocsp;web-browsing","application-default","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","5afb2422-ea1a-41b0-be91-6955278e1d1e","any","none","Partially Used","3","7","2022-02-10 10:18:10","2022-02-09 08:26:02"
"81","etconn_out_test_back","PA01","ETCONN","ETCONN","universal","untrust","doelken_ftp;Grass2_FTP;Grass1_FTP","any","any","dmz","WI219ETCONN-P1","any","any","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","a49267bd-d3d5-4593-b89f-08235d08cd2f","any","none","Unused","0","-","2022-02-10 11:42:08","2021-07-29 13:42:50"
"82","rule150","PA01","ETCONN","ETCONN","universal","trust","any","any","any","dmz","WI219ETCONN-P1","any","ssl;web-browsing","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","a74b444a-c12b-4e32-b05e-5f7e3791f0d2","any","none","Partially Used","2","532","2021-12-02 16:28:37","2021-07-29 13:42:50"
"83","Router_TK_Remotewartung","PA01","none","none","universal","trust","any","any","any","dmz","Router_TK_Remotezugang","any","any","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","755b84af-bb78-41da-ad73-9ade10f53ccb","any","none","Partially Used","2","453","2021-07-29 14:31:05","2021-07-29 13:42:50"
"84","Kraft-mGuard","PA01","Produktion","Produktion","universal","trust","kraft-mguard","any","any","untrust","any","any","any","ike;VPN NAT Traversal","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","cf3263eb-4444-47b0-baf4-1bdefc8822fc","any","none","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"85","MOSCA_Remote_Support","PA01","Produktion","Produktion","universal","trust","HSL_w3-mosca-vpn-router;hslw2-mosca-vpn-router;mosca-tramm;OSL_w3-mosca-vpn-router;SSL_w3-mosca-vpn-router;USL_w3-mosca-vpn-router","any","any","untrust","Mosca_Remotesupport","any","any","Mosca_VPN_1;Mosca_VPN_2;Mosca_VPN_3","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","50ab45cc-705f-42e7-ac29-cfb4a6aac8fd","any","none","Used","3","525","2021-07-29 14:31:05","2021-07-29 13:42:50"
"86","KUPA VPN","PA01","Produktion","Produktion","universal","trust","Kupa-VPN-Router","any","any","untrust","any","any","any","Kupa_VPN_1;Kupa_VPN_2","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","8b1f1eeb-af29-439a-b4a4-f26e793f67e7","any","none","Used","3","473","2021-07-29 14:31:05","2021-07-29 13:42:50"
"87","Ballmeyer_Fernwartung","PA01","none","none","universal","trust","Kuehlhaus","any","any","untrust","Ballmeyer_IP_Fernwartung","any","any","TCP 447;UDP447","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","bb0e7161-f8fd-43d9-ae2a-f2c06f13dec9","any","Kühlhaus","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"88","KAESER VPN","PA01","Produktion","Produktion","universal","trust","kaeser_kompressoren","any","any","untrust","kaeser-ip-1;kaeser-ip-2","any","any","Kaeser- Open VPN;Kaeser- SSL VPN Selbstdiagnose","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","36c91fc3-6546-4530-911d-c36e52ca2112","any","none","Used","3","658","2022-03-17 12:07:20","2021-07-29 13:42:50"
"89","Transform","PA01","none","none","universal","trust","FScape;w2k8hktfs01","any","any","untrust","any","any","java-update;ms-update;ocsp;sourceforge-base;ssh;ssl;web-browsing","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: default","5938c84a-d7c2-47a0-a2ba-d13c671b2bed","any","none","Partially Used","7","64","2023-02-09 08:26:27","2021-07-29 13:42:50"
"90","TrendMicro","PA01","none","none","universal","trust","TM_DSVA;WI216TM01","any","any","untrust","any","any","any","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session end;Log Forwarding Profile setting: Splunk syslog without traffic","000f1c0c-dfab-49a7-bb7f-a3acbab0cb92","any","none","Used","47","26","2023-02-01 12:15:51","2021-07-29 13:42:50"
"91","Mobile-VPN","PA01","none","none","universal","Mobile-VPN","any","any","any","HK_Venne;trust","any","any","any","any","any","Allow","Profile Group: Haecker_VW_ohne_File_ohne_URL","Traffic log sent at session end;Log Forwarding Profile setting: default","d6995e72-3e16-47e4-a765-5c1e954170f1","any","none","Used","8","67","2021-07-29 14:31:05","2021-07-29 13:42:50"
"92","ipsec-ike","PA01","none","none","universal","untrust","any","any","any","untrust","any","any","any","CiscoVPN;ike","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: default","47c4687e-11c3-4587-85cb-07ee1200ee92","any","none","Used","7","4","2022-02-10 11:42:08","2021-07-29 13:42:50"
"93","IDEM","PA01","none","none","universal","trust","WI216IDEM1","any","any","untrust","Idem-Cloud","any","any","IDEM;service-http;service-https","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","6069cac6-5f46-41da-b105-eb09326ddef1","any","none","Used","2","662","2021-07-29 14:31:05","2021-07-29 13:42:50"
"94","IDEM-Ping","PA01","none","none","universal","trust","WI216IDEM1","any","any","untrust","Idem-Cloud","any","ping","application-default","any","Allow","none","Traffic log sent at session end;Log Forwarding Profile setting: default","b3e1bf1f-761e-463c-86fd-4c1813132a1a","any","none","Unused","0","-","2021-07-29 14:31:05","2021-07-29 13:42:50"
"95","IMAServiceportal_IP","PA01","Produktion","Produktion","universal","trust","ID08106;IH1630_01;ih1630_02_01;IH1630_02_02;IH1630_04;IKL14248;IKL29032;IKL34041;IMA L3-Switch Zuschnitte KKL1;IMA L3-Switch Zuschnitte KKL2;IMA L3-Switch Zuschnitte KKL3;IMA_Internes_Netz_Zuschnitte_KKL1;IMA_Internes_Netz_Zuschnitte_KKL2;IMA_Internes_Netz_Zuschnitte_KKL3;IS22172;IS23261;IS23292;IS29036;IS35005;Schelling01;Schelling2;Schelling03;WI7Scheleit;WI7Schelstb;WI7Schelsus","any","any","untrust","IMA-Schelling_Service;IMA-Schelling_service-legacy;IMA-Schelling_Service_FQDN;IMA-Schelling_Service_FQDN-1;IMA-Schelling_Service_Portal;IMA_Service_Portal;IMA_Service_Portal-DNS","any","any","any","any","Allow","Antivirus: HK-default;Anti-Spyware: HK-strict;Vulnerability Protection: HK-VP-strict;URL Filtering: IMA Serviceportal;File Blocking: Executable;WildFire Analysis: Executable-Wildfire-Pruefung-WildFire","Traffic log sent at session end;Log Forwarding Profile setting: default","c5a176a1-90bd-4e57-9655-8c2fe3a9a4d4","any","none","Used","65","501","2022-11-28 15:42:23","2021-07-29 13:42:50"
"96","Internet Dateidownload erlaubt","PA01","Internet","none","universal","trust","any","haecker-dom\dl_palo_downloadfiles","any","untrust","any","any","any","application-default","any","Allow","Profile Group: Haecker_VW_ohne_File_ohne_URL","Traffic log sent at session end;Log Forwarding Profile setting: Splunk syslog without traffic","1e9a8edd-420e-445b-84f8-e34fb0764e83","any","none","Partially Used","23","197","2021-07-29 13:42:50","2021-07-29 13:42:50"
"97","Internetzugriff_IPAD","PA01","IPad","IPad","universal","trust","Ipad Instandhaltung;IPad Versand und SGS;ipad-temp;Ipad_SWE","any","any","untrust","any","any","apple-appstore;Internetzugriff_ALLE-Apps;itunes-base","any","any","Allow","Profile Group: Haecker_VW_ohne_File_ohne_URL","Traffic log sent at session end;Log Forwarding Profile setting: Splunk syslog without traffic","accce3d9-dac2-49e1-8293-ec61b8c1d6c9","any","BV Februar 2018","Used","49","26","2022-05-06 11:11:30","2021-07-29 13:42:50"
